peid,pnombre,nacionalidad,nro_pasaporte,edad,genero,bid,es_capitan
1172,Ann Hoffman,ARGELIANA,X62775773,23,hombre,172,0
1173,Jozef Leech,SAN MARINENSE,M21771881,20,hombre,161,0
1174,Albert Andrade,LAOSIANA,S36768422,30,mujer,108,1
1175,Alessandro Armitage,MARROQUI,R67847596,44,hombre,53,0
1176,Vihaan Samuels,NORVIETNAMITA,Y11681437,24,mujer,19,0
1177,Zidan Mosley,GUYANESA,Q26753013,46,mujer,26,0
1178,Corben Whitmore,MOLDOVIA,K96186985,55,hombre,131,1
1179,Chance Burton,MONEGASCA,T74766321,48,mujer,181,0
1180,Dominika Mackie,MOLDOVIA,R61544371,60,hombre,169,0
1181,Eoghan Whittle,SALOMONESA,Q89845413,39,mujer,119,0
1182,Hunter Clegg,CHECOSLOVACA,H18240674,54,mujer,185,0
1183,Millicent Ellison,RUMANA,V77812878,43,mujer,25,0
1184,Tobey Bean,TAIWANESA,A41933786,57,mujer,201,0
1185,Saskia Vaughan,MALAWIANA,S52555979,56,hombre,16,0
1186,Asia Mclean,LAOSIANA,H77386222,59,hombre,1,1
1187,Dylan Bloggs,MALIENSE,F84909065,33,hombre,68,0
1188,Martin Wood,LIBIA,J12073077,35,hombre,78,0
1189,Zarah Avila,DE BARBADOS,M40245776,38,hombre,65,0
1190,Kameron Parsons,ISRAELI,U48804800,43,mujer,64,1
1191,Persephone Hudson,GRANADINA,F68273821,25,mujer,124,0
1192,Ashleigh Patton,PORTUGUESA,L77622942,51,hombre,24,0
1193,Ryder Berger,HAITIANA,M38161500,59,mujer,69,0
1194,Benas Lam,AUSTRALIANA,O84277606,25,mujer,88,0
1195,Dolly Cairns,VENEZOLANA,F69585209,20,mujer,81,0
1196,Hollie Read,MACEDONIA,Q61982096,59,hombre,88,0
1197,Kory Peel,LESOTHENSE,J56553199,37,mujer,178,0
1198,Johnnie Sexton,DE SEYCHELLES,V45882809,55,hombre,222,0
1199,Luka Mays,MARFILEÑA,F18210761,55,mujer,216,0
1200,Hugo Haynes,PORTUGUESA,F55010630,22,mujer,189,0
1201,Ellise Berry,NAMIBIANA,L29047941,47,hombre,190,0
1202,Luke Graham,GUINEA,P15124982,37,mujer,50,0
1203,Ailish Ferrell,SALVADOREÑA,W34080276,49,mujer,191,0
1204,Sneha Macgregor,TOGOLESA,F64344584,26,hombre,96,0
1205,Sienna-Rose Bass,PARAGUAYA,Y23525607,22,hombre,113,0
1206,Arsalan Acosta,FILIPINA,J37639326,27,mujer,43,0
1207,Izabella Devlin,MALAWIANA,B30957386,56,hombre,0,0
1208,Dainton Hubbard,PAKISTANI,K11864885,36,hombre,241,0
1209,Billy Burrows,OMANESA,T19082779,36,mujer,167,1
1210,Dominik Christie,GRIEGA,O81303033,54,hombre,193,0
1211,Kenya Chamberlain,CHILENA,C25483960,18,hombre,90,0
1212,Aamina Adam,BELGA,F41066051,58,hombre,107,0
1213,Emir Dalton,ESLOVACA,Z39409745,54,hombre,204,0
1214,Ramone William,CHIPRIOTA,S65545547,49,mujer,189,0
1215,Nolan Davila,CUBANA,H60319485,52,mujer,171,0
1216,Aimee Hendricks,DE CABO VERDE,W59719049,41,mujer,150,0
1217,Shoaib Ford,BURUNDESA,Z39477666,53,mujer,158,1
1218,Erik Mayo,IRANI,O27293489,52,mujer,126,0
1219,Yasir Talley,RUMANA,P41923009,42,mujer,205,0
1220,Rae Singleton,KUWAITI,H77749573,55,hombre,66,0
1221,Charley Mcfarlane,MOZAMBIQUEÑA,B93001900,37,hombre,194,0
1222,Henri Wilson,SOVIETICA UCRANIANA,C61251487,43,mujer,37,0
1223,Safia Villa,SUDCOREANA,N57074241,25,mujer,235,0
1224,Nancie Chapman,LIBANESA,A79049716,23,hombre,193,1
1225,Brennan Richardson,EGIPCIA,R89307152,27,mujer,174,0
1226,Ayda Bates,MALTESA,H74217688,48,mujer,220,0
1227,Shana Blankenship,SIERRA LEONESA,S34427761,30,hombre,79,0
1228,Elleanor Michael,YUGOSLAVA,V93229650,28,mujer,234,1
1229,Maksymilian Jacobs,PAKISTANI,Z16927017,52,hombre,45,0
1230,Aleeza White,SUDCOREANA,Z70896232,52,mujer,23,0
1231,Garrett Goodwin,GRIEGA,B45393192,34,hombre,57,0
1232,Zhane Love,DOMINICA,K11003990,20,mujer,139,0
1233,Joss Barber,COSTARRICENSE,Y86316326,42,hombre,47,0
1234,Leyla Phan,NORVIETNAMITA,U42475060,34,mujer,78,0
1235,Diane Skinner,MACEDONIA,S56194608,56,mujer,4,1
1236,Shazia Henry,COMORENSE,W32270599,23,mujer,125,1
1237,Noah Zuniga,BULGARA,B64263142,50,mujer,134,0
1238,Madina Salter,ESLOVAQUIA,L39691754,44,hombre,101,0
1239,Rudra Blackburn,MOZAMBIQUEÑA,U14154176,42,mujer,121,1
1240,Teegan Caldwell,ESTADOUNIDENSE,T56398813,21,mujer,136,0
1241,Umayr Lees,BIRMANA,B97849089,59,mujer,118,0
1242,Ty Tierney,SENEGALESA,C21144652,23,hombre,176,0
1243,Haniya Neale,BULGARA,N58473121,47,hombre,76,0
1244,Addison Crowther,BOTSWANESA,Q40560753,39,hombre,103,0
1245,Luc Kane,MONGOLESA,I36619907,34,hombre,193,0
1246,Sherri Weeks,GABONESA,X11378134,28,mujer,121,0
1247,Estelle Ayala,SUECA,L52626275,38,hombre,28,0
1248,Eliot Gibson,BAHAMEÑA,F12584447,58,hombre,145,0
1249,Akram Pena,CHIPRIOTA,E79310984,41,mujer,16,0
1250,Skyla Ferrell,SURINAMENSE,D90886133,57,mujer,185,1
1251,Eshaan Simon,REINO UNIDO,Y88192910,28,hombre,230,1
1252,Rhian Flowers,AUSTRIACA,A20675685,36,mujer,97,0
1253,Alastair Carey,NIGERINA,C30077464,25,mujer,153,0
1254,Allegra Melendez,MALASIA,U37538934,18,hombre,215,0
1255,Haydon Frame,KUWAITI,K48222874,52,hombre,141,0
1256,Sahil Blackwell,BHUTANESA,N98888249,41,hombre,69,0
1257,Ami Estrada,TRINITARIA,K41763126,18,mujer,137,1
1258,Zander Barron,REINO UNIDO,A38534494,42,hombre,4,0
1259,Phillipa Jensen,ARABE,M14701297,27,mujer,37,0
1260,Vicki Walmsley,SALOMONESA,G11887618,58,mujer,56,0
1261,Charlotte Mercer,MAURICIANA,G94494936,33,mujer,158,0
1262,Brennan Bone,EGIPCIA,T17999319,54,mujer,92,0
1263,Sama Perry,ANGOLESA,K38048592,21,mujer,149,0
1264,Jared Keller,ISRAELI,S62963313,19,mujer,8,0
1265,Vera Brown,GHANATA,H97280086,35,hombre,235,0
1266,Cinar Brady,DE CABO VERDE,P76015596,59,mujer,233,0
1267,Karen Oneil,PARAGUAYA,Y80713335,52,hombre,7,0
1268,Gethin Wormald,ETIOPE,L66422553,20,hombre,94,0
1269,Andreea Knapp,NAMIBIANA,R78750474,55,hombre,136,0
1270,Gabriel Jones,HUNGARA,O98430727,32,mujer,222,0
1271,Devante Ortiz,SOVIETICA UCRANIANA,F46960416,20,mujer,127,0
1272,Alisa Potter,ZAMBIANA,T72933979,22,mujer,150,1
1273,Zahrah Graves,SURINAMENSE,X43264143,24,hombre,125,0
1274,Sophie-Louise Rollins,NAMIBIANA,M27563604,32,mujer,22,0
1275,Billy-Joe Duffy,SWAZI,C48673298,28,hombre,112,0
1276,Elisha Ellis,MALASIA,D61705061,43,hombre,122,0
1277,Grayson Phelps,BOTSWANESA,V96699134,25,hombre,23,0
1278,Elizabeth Derrick,HONDUREÑA,Q27263029,53,hombre,157,0
1279,Kennedy Salgado,KIRGUISTAN,H16441869,42,hombre,52,1
1280,Wilbur Zuniga,SURINAMENSE,Q89389311,33,mujer,58,0
1281,Sulayman Mustafa,MOLDOVIA,U19901061,41,mujer,0,0
1282,Tye Gilliam,ISRAELI,M67903414,38,hombre,87,0
1283,Alexandria Farmer,COMORENSE,Q67899814,42,mujer,215,0
1284,Caoimhe Chavez,AUSTRALIANA,F26385666,51,mujer,184,0
1285,Isaac Huber,DEL QATAR,X82331557,20,mujer,126,1
1286,Kloe Shaffer,MARFILEÑA,H68402128,45,hombre,157,0
1287,Kyan Phillips,BELGA,K20924077,56,mujer,150,0
1288,Kareem Espinoza,DE BENNIN,Q52797482,48,mujer,135,0
1289,Layla-Mae Knight,GRANADINA,D47203149,45,hombre,198,0
1290,Arthur Huffman,HUNGARA,Y91126724,19,hombre,75,0
1291,Issa Rankin,YUGOSLAVA,S25550844,37,mujer,31,1
1292,Sahra Leon,VENEZOLANA,B59816110,32,mujer,114,0
1293,Edan Schmidt,COMORENSE,Q83101040,30,hombre,46,0
1294,Marc Gilmore,SUDANESA,R13795454,27,mujer,60,1
1295,Breanna Landry,ITALIANA,M90986443,43,mujer,139,0
1296,Sheila Duarte,ALEMANA,H17172762,50,mujer,99,0
1297,Neel Wilson,CHINA,O82932366,57,mujer,86,0
1298,Kayson Tran,KUWAITI,K55832601,35,hombre,109,0
1299,Zuzanna Morrison,BELICEÑA,I15045337,47,hombre,237,0
1300,Divine Hardy,YUGOSLAVA,T91606876,25,mujer,82,0
1301,Mohamed Slater,FIJIANA,B12038382,37,hombre,77,0
1302,Nicholas Bernard,LIBERIANA,P96299780,42,mujer,142,0
1303,Dainton Calvert,NIGERINA,Q15931660,43,mujer,147,0
1304,Poppy-Rose Read,ANGOLESA,K45735769,34,mujer,69,0
1305,Nabeel Acevedo,NIGERIANA,L43548040,51,hombre,152,0
1306,Riyad Raymond,DE BAHREIN,K11961239,51,mujer,86,0
1307,Macauley Sexton,NEPALESA,G29133284,41,hombre,27,0
1308,Diogo Baker,HINDU,V60931739,59,mujer,68,0
1309,Kory Fernandez,ESPAÑOLA,V50315885,44,mujer,177,0
1310,Edward Humphries,UGANDESA,K26449991,45,mujer,77,1
1311,Paige Jaramillo,BRASILEÑA,Y20965642,29,mujer,53,0
1312,Kamil Clayton,TAILANDESA,Y86570054,33,mujer,10,0
1313,Cassie Benton,ESLOVACA,E47448781,36,hombre,194,1
1314,Teri Finch,LAOSIANA,U66924527,59,hombre,120,1
1315,Sophia Berg,SALVADOREÑA,Z65517941,38,hombre,11,1
1316,Fleur Salazar,HINDU,Z81082204,31,hombre,0,0
1317,Arissa Bowler,MONEGASCA,W84619587,38,mujer,162,0
1318,Mitchel Chen,SWAZI,X98037398,32,mujer,113,0
1319,Lynsey Redmond,HOLANDESA,C96663013,24,hombre,5,0
1320,Jamaal Glover,DOMINICANA,M21596637,25,hombre,22,0
1321,Paloma Hahn,ESPAÑOLA,U19228535,53,hombre,14,0
1322,Lacie-Mae Ray,CAMBOYANA,J30413701,35,hombre,163,0
1323,Rumaysa Smart,GUYANESA,C97098157,53,mujer,88,0
1324,Abel Potts,LIBANESA,V26386082,38,mujer,46,0
1325,Ciara Prosser,IRAQUI,M15764022,29,mujer,246,0
1326,Kara Vinson,ISLANDESA,E80101428,47,mujer,179,1
1327,Amina Christensen,DOMINICA,K91232911,18,hombre,224,0
1328,Aqib Horton,NICARAGUENSE,W84662866,45,hombre,134,0
1329,Kingston Oconnor,DE BAHREIN,L42104285,40,mujer,88,0
1330,Gerald Mosley,SURINAMENSE,O81415487,59,mujer,116,0
1331,Herman Fitzpatrick,ITALIANA,H19460102,22,mujer,31,0
1332,Isla-Rose Travis,SALVADOREÑA,I15327232,54,hombre,176,0
1333,Elsa Findlay,SALVADOREÑA,P50994894,23,hombre,53,0
1334,Henley Salt,ITALIANA,H52768863,36,hombre,117,0
1335,Amira Duran,ARGENTINA,M23966555,18,hombre,217,0
1336,Vincent Velasquez,SALVADOREÑA,F13974785,23,hombre,103,0
1337,Deborah Mcdowell,GUYANESA,I95652889,47,hombre,25,0
1338,Cheyenne Tillman,YUGOSLAVA,C91112222,33,hombre,57,0
1339,Leen Proctor,LIBIA,S11031665,59,hombre,212,1
1340,Kirsten Ashton,BIRMANA,V51518398,58,hombre,156,0
1341,Gary Hodges,GUINEA,Z51759042,55,mujer,53,0
1342,Lylah Lindsay,TURCA,B63521942,39,mujer,112,0
1343,Phebe Thorne,GAMBIANA,G52163057,37,hombre,88,0
1344,Will Compton,SINGAPORENSE,U17303950,48,hombre,197,0
1345,Ceara Branch,TANZANIANA,V76582906,55,mujer,235,0
1346,Dania Baldwin,ESTADOUNIDENSE,D40668412,36,mujer,186,0
1347,Zainab Leigh,AUSTRALIANA,Z64954564,43,hombre,38,0
1348,Yasemin Strickland,ZAMBIANA,N84232868,22,hombre,121,0
1349,Lori Crawford,SOVIETICA UCRANIANA,G70058268,36,mujer,185,0
1350,Elana Thomson,SUDAFRICANA,G59250880,36,mujer,138,0
1351,Kya Wall,ALEMANA,J58429507,26,mujer,137,0
1352,Jaidan Sparrow,NIGERINA,X91970776,57,hombre,115,0
1353,Wiktoria Ferreira,AUSTRALIANA,J52509436,48,mujer,18,0
1354,Rebecca Rice,ISRAELI,E37210159,30,hombre,93,1
1355,Amman Rivera,BURKINA FASO,E55021195,60,hombre,172,0
1356,Lillian Maguire,TUNECINA,V42959743,24,mujer,99,0
1357,Jada Fisher,GUINEA,N26184586,33,mujer,238,0
1358,Conna Hartley,ZAMBIANA,Q38122183,52,hombre,127,0
1359,Tillie Devine,INDONESA,D33460699,29,mujer,244,1
1360,Iestyn Henry,KIRGUISTAN,Y45945019,18,hombre,229,1
1361,Eileen Wolf,ISRAELI,P49098038,58,mujer,137,0
1362,Barbara Norman,BHUTANESA,I61164574,27,hombre,31,0
1363,Pollyanna Estrada,NAMIBIANA,Z93920529,28,mujer,179,0
1364,Chris Bonner,LIBANESA,I76314419,19,hombre,239,0
1365,Romany Finnegan,PORTUGUESA,V64493595,50,hombre,70,1
1366,Malakai Hanson,GUINEA,B48412354,49,mujer,84,0
1367,Henley Knox,BULGARA,X92505390,43,mujer,98,0
1368,Kathy Fernandez,RWANDESA,S30095111,46,hombre,146,0
1369,Leland Pritchard,GABONESA,J73336500,50,hombre,66,0
1370,Luke Mcneil,ESTONIA,G39904048,46,hombre,159,0
1371,Jez Vinson,GUINEA ECUATORIANA,A86425933,57,hombre,142,0
1372,Miya Thorpe,TANZANIANA,H66720894,35,hombre,142,0
1373,Devante Sumner,OMANESA,S41299323,33,hombre,108,0
1374,Saxon Beach,ITALIANA,I98876536,18,mujer,235,0
1375,Wilson Norris,LITUANIA ,T36453293,33,mujer,78,0
1376,Havin Johnson,AUSTRIACA,P16592738,42,hombre,201,0
1377,Virgil Gough,CHIPRIOTA,D39950667,57,mujer,33,0
1378,Anam North,COLOMBIANA,V41581736,32,mujer,200,1
1379,Kealan Franco,KENIANA,D55276623,54,mujer,45,1
1380,Elena Donald,SURINAMENSE,P43172347,25,hombre,231,0
1381,Sophia Miles,HAITIANA,P52379994,55,mujer,71,0
1382,Ines Swanson,SWAZI,Y50357706,54,hombre,237,1
1383,Zac Tierney,REINO UNIDO,Z21021293,35,hombre,247,0
1384,Rachael Mccartney,NAMIBIANA,O64359907,26,hombre,3,0
1385,Zubair Odonnell,GUYANESA,S42985830,47,mujer,140,1
1386,Tiarna Short,BURUNDESA,K85468974,55,mujer,16,0
1387,Wilma Reese,SUIZA,P18446920,57,hombre,117,0
1388,Kendal Valdez,ESTONIA,U50048801,25,mujer,224,0
1389,Noa Rocha,BOLIVIANA,M39242047,48,hombre,110,0
1390,Charlize Alcock,DE SANTO TOME,X80116169,38,hombre,34,0
1391,Ben Randolph,TUNECINA,F38855475,19,hombre,22,0
1392,Grover Ferrell,SAN MARINENSE,T13945110,31,mujer,18,0
1393,Kristie Buckley,PAPUENSE,F95882692,49,hombre,74,0
1394,Melina Osborn,MALDIVA,Q70863892,25,hombre,83,0
1395,Misha Mathews,AMERICANA,O33861968,29,hombre,215,0
1396,Aeryn Kaiser,ZAMBIANA,Z53032258,20,mujer,123,0
1397,Woody Banks,GRANADINA,J68640174,25,mujer,199,0
1398,Tamara Meyers,PAPUENSE,Z64414223,25,mujer,103,1
1399,Cavan Howells,TRINITARIA,P61086155,32,hombre,99,1
1400,Bret Emerson,PARAGUAYA,P30793818,29,hombre,62,0
1401,Miles Boyle,DE SANTO TOME,K30677562,22,mujer,218,0
1402,Haiden Grimes,SUIZA,X24210550,36,hombre,194,0
1403,Mohsin Suarez,TUNECINA,D90715023,60,hombre,76,0
1404,Milosz Walton,SINGAPORENSE,E10833391,18,hombre,248,1
1405,Erin Reyes,SIRIA,L18673955,25,mujer,183,0
1406,Emmett Wu,INDONESA,H89652178,27,mujer,132,0
1407,Scott Dupont,PARAGUAYA,Y15695568,46,hombre,37,0
1408,Akshay Childs,MOZAMBIQUEÑA,Q33775782,54,hombre,83,0
1409,Riya Nichols,PANAMEÑA,S25634429,54,hombre,214,0
1410,Aleesha Gonzalez,NICARAGUENSE,R68569887,25,mujer,216,0
1411,Blanche Irwin,ZAIRANA,K94722421,47,mujer,95,1
1412,Kaleb Buck,ZAIRANA,I81977975,21,mujer,212,0
1413,Ernest Delaney,BURKINA FASO,T67930846,42,mujer,207,1
1414,Patsy Whitworth,SIERRA LEONESA,M19914728,19,mujer,146,0
1415,Esme-Rose Bouvet,REINO UNIDO,J87388807,52,mujer,113,0
1416,Diego Rivas,CHILENA,Q46871617,36,mujer,71,0
1417,Raife Cisneros,SIERRA LEONESA,M71674565,42,mujer,173,0
1418,Coral Fischer,PORTUGUESA,X18888240,49,mujer,58,0
1419,Ananya Proctor,NIGERINA,C57695203,42,hombre,186,0
1420,Farrell Ochoa,NAURUANA,W55909833,58,hombre,67,0
1421,Alivia Harmon,JORDANA,I93183047,50,mujer,135,0
1422,Sofie Frame,MALDIVA,E32561867,27,mujer,127,0
1423,Ember Barclay,HINDU,P33358213,26,mujer,117,0
1424,Adyan Gaines,AMERICANA,Q88546277,19,mujer,96,0
1425,Mikaeel Sharp,SWAZI,P96524778,46,hombre,229,0
1426,Eshan Lamb,SAN MARINENSE,J44112329,41,hombre,181,0
1427,Lola Clayton,TOGOLESA,H56479198,57,mujer,183,0
1428,Oliver Tanner,BELICEÑA,D64619991,21,mujer,52,0
1429,Theia Nash,CONGOLESA,C50103864,41,hombre,229,0
1430,Reema Cox,ARGELIANA,K38747041,18,hombre,163,0
1431,Sherri Holden,HONDUREÑA,M93397516,52,mujer,91,1
1432,Cheryl Houghton,ZAMBIANA,D15088868,31,mujer,132,1
1433,Zephaniah Hicks,CHECOSLOVACA,Q42757121,23,hombre,239,0
1434,Carmel Camacho,BAHAMEÑA,H78731055,42,mujer,232,0
1435,Ailish Rosas,LIBANESA,H25765941,36,hombre,111,0
1436,Amalia Broadhurst,GRIEGA,T75045815,53,hombre,117,0
1437,Nolan Connelly,MICRONECIA,F43189471,41,hombre,41,0
1438,Oriana Richmond,PAPUENSE,M23195986,33,hombre,73,0
1439,Sabrina Flynn,MARFILEÑA,H59461332,33,hombre,96,0
1440,Ava Magana,CANADIENSE,J22719557,41,hombre,85,0
1441,Samera Espinoza,LITUANIA ,P77071543,30,hombre,186,0
1442,Lucinda Mooney,NEPALESA,Z49208250,35,hombre,115,0
1443,Connagh Turnbull,AFGANA,N54392116,32,mujer,172,1
1444,Shantelle Mejia,DE BAHREIN,R83022086,40,hombre,175,0
1445,Aneesah Meyer,LIECHTENSTENSE,A22830260,23,hombre,95,0
1446,George Costa,BIRMANA,E11799224,42,hombre,219,1
1447,Ellesha Alford,URUGUAYA,I77690464,31,hombre,115,0
1448,Marcel Dillon,KIRGUISTAN,Z80228036,36,mujer,122,1
1449,Imaad Barnes,SWAZI,I36965140,38,hombre,68,0
1450,Habib Wagner,BRITANICA,S31809526,58,mujer,2,0
1451,Aanya Pham,LIECHTENSTENSE,P28129448,19,hombre,150,0
1452,Chanel Brock,SIRIA,V19354825,19,hombre,137,0
1453,Khalid Watson,ALEMANA,C18219644,52,hombre,84,0
1454,Talha Maguire,ZAMBIANA,M92953962,37,hombre,206,0
1455,Tasha Ridley,RUMANA,Y71450811,55,hombre,25,0
1456,Eliana O'Quinn,SUDANESA,D80875979,25,mujer,85,1
1457,Norma Robin,BOLIVIANA,Y64764806,38,mujer,112,1
1458,Jaxson Legge,FRANCESA,J59091515,26,hombre,217,0
1459,Montel Crane,REINO UNIDO,B96418694,31,mujer,245,0
1460,Ammarah Willis,MARROQUI,E97634230,18,mujer,110,0
1461,Noel Warren,MAURITANA,H54227583,33,hombre,210,0
1462,Mahi Dupont,ZAIRANA,T34993364,22,mujer,176,0
1463,Holli Jaramillo,HOLANDESA,O43096030,56,hombre,84,0
1464,Aleyna Curry,URUGUAYA,W45263887,57,mujer,12,0
1465,Tyson East,IRLANDESA,Y22908576,39,hombre,72,1
1466,Tonya Wilkins,LIECHTENSTENSE,K32583749,58,hombre,187,1
1467,Nafeesa Boyle,GABONESA,J29953266,60,hombre,102,1
1468,Jameel Quinn,SINGAPORENSE,K58853972,21,mujer,107,0
1469,Alia Daniels,JAPONESA,Q91974018,55,mujer,122,0
1470,Miyah Donald,PARAGUAYA,R53934827,28,mujer,177,0
1471,Koa Le,MONEGASCA,C43094431,38,mujer,65,0
1472,Raiden Cairns,CANADIENSE,H95880960,28,hombre,5,1
1473,Angus Plummer,LIBANESA,L62301948,28,hombre,230,0
1474,Julie Rodriquez,NAURUANA,C35680280,55,mujer,11,0
1475,Cristian Barron,SUIZA,X98523776,22,mujer,47,0
1476,Lyle Pate,GUINEA ECUATORIANA,F15613610,53,mujer,2,0
1477,Tobias Partridge,ETIOPE,Q91915032,56,hombre,61,1
1478,Sarah-Jane Cherry,URUGUAYA,V60764222,18,hombre,149,0
1479,Lynsey Sears,BRITANICA,S75558443,29,hombre,39,1
1480,Shakeel Lam,MEXICANA,Q35652318,23,mujer,116,1
1481,Kelvin Cervantes,FINLANDESA,B15207104,34,mujer,172,0
1482,Denise Gordon,DOMINICA,Y67770169,27,hombre,155,0
1483,Irfan Dickinson,DANESA,Z89168974,50,hombre,2,1
1484,Alastair Wilkes,CHINA,S31711852,34,hombre,12,0
1485,Brandi Stamp,AFGANA,C58646385,21,hombre,49,0
1486,Fenella Wickens,ALEMANA,I34794437,19,mujer,20,1
1487,Emilija Stewart,HINDU,Z22643979,54,hombre,27,0
1488,Melina Briggs,BOLIVIANA,E49574564,22,hombre,198,1
1489,Teegan Hooper,GUINEA,I14560493,42,mujer,216,0
1490,Sahara Hess,MALDIVA,U94425738,36,hombre,86,0
1491,Filip Ortega,NORVIETNAMITA,H44107345,39,hombre,37,0
1492,Benito Beaumont,SINGAPORENSE,J88383831,60,mujer,163,0
1493,Frances Young,SUECA,O20562020,27,hombre,204,1
1494,Padraig Humphreys,SIRIA,L62234267,54,mujer,58,1
1495,Ameena Wallace,BOTSWANESA,Y86372859,20,mujer,215,0
1496,Bailey Hamilton,NIGERIANA,C28894089,33,mujer,84,0
1497,Ace Walton,NICARAGUENSE,L65568802,48,hombre,210,0
1498,Beverley Sharp,MALDIVA,Q27389411,45,mujer,194,0
1499,Shay Baird,MEXICANA,A83437055,26,mujer,46,1
1500,Uzma Green,REINO UNIDO,J63004751,19,hombre,103,0
1501,Alishba Potter,MALIENSE,I33929157,45,hombre,248,0
1502,Suzanna Bean,MALASIA,E74931410,23,hombre,204,0
1503,Theia Churchill,GAMBIANA,M22599508,21,hombre,214,0
1504,Francesco Parrish,LIBIA,N49133392,39,mujer,241,1
1505,Ariana Cleveland,ETIOPE,P44337852,26,hombre,176,0
1506,Izabel Jeffery,SUECA,O50692935,30,hombre,245,0
1507,Macy Mueller,ZAIRANA,J73623481,31,hombre,33,0
1508,Kabir Hurst,AFGANA,A88844603,21,mujer,214,0
1509,Zayna Mill,TAILANDESA,Z98988713,23,mujer,217,0
1510,Christian Rosales,CUBANA,J59950077,57,hombre,127,0
1511,Ibrahim O'Reilly,MONEGASCA,F74047444,49,mujer,137,0
1512,Franklin Whitney,NORCOREANA,F95552155,49,hombre,30,0
1513,Wilson Huff,SURINAMENSE,O71022549,20,mujer,141,0
1514,Ayana Decker,ESTONIA,G54657901,21,mujer,232,0
1515,Hana Vu,ISRAELI,C61655882,39,mujer,99,0
1516,Alejandro Trujillo,BHUTANESA,K12654398,57,mujer,191,1
1517,Ayomide Hutton,REINO UNIDO,V43692324,36,mujer,79,0
1518,Zion Hampton,MONGOLESA,D23850707,40,hombre,139,0
1519,Jett Becker,ESPAÑOLA,R92063116,24,hombre,115,1
1520,Radhika Dudley,RUMANA,S12023826,33,hombre,184,0
1521,John-James Hood,MOZAMBIQUEÑA,H14216032,23,hombre,25,1
1522,Gwion Chan,SIERRA LEONESA,E15311496,23,mujer,183,0
1523,Komal Stephenson,SOVIETICA UCRANIANA,G40799282,49,mujer,198,0
1524,Dennis Haynes,HINDU,L22938365,54,hombre,19,0
1525,Kieran Mcmanus,ZAMBIANA,D14950542,26,mujer,0,0
1526,Kean Nicholls,TANZANIANA,E68580309,49,mujer,36,1
1527,Tai Robles,DOMINICA,S73126291,57,mujer,181,0
1528,Ayush Moss,BRITANICA,H25917362,22,mujer,21,1
1529,Etienne Butler,PAKISTANI,G56673931,50,mujer,133,0
1530,Caolan Espinoza,ARGELIANA,I79947265,34,hombre,148,0
1531,Clementine Sheldon,CHINA,U68460971,56,mujer,98,0
1532,Enya Boone,BRASILEÑA,E93314712,30,mujer,137,0
1533,Zayd Fellows,OMANESA,O84026147,47,mujer,113,1
1534,Emmie Talley,BHUTANESA,I69758453,54,mujer,191,0
1535,Sachin Jenkins,BRASILEÑA,P67850230,46,hombre,38,0
1536,Roxy Mccall,REINO UNIDO,I12399792,24,mujer,142,1
1537,Danica Cardenas,MALDIVA,X27674093,22,hombre,177,0
1538,Poppy Leon,YEMENI,H21742994,26,mujer,162,0
1539,Cai Gallagher,TAIWANESA,W59784575,46,mujer,14,0
1540,Ashton Branch,ARGENTINA,K41896189,57,hombre,81,0
1541,Huma Newton,NICARAGUENSE,W75181933,55,hombre,162,0
1542,Ernest Rollins,VATICANA,U71056694,49,hombre,54,0
1543,Rayan Hewitt,DE CABO VERDE,Z94575494,59,hombre,16,0
1544,Musa Rayner,CHADIANA,P34487801,45,mujer,64,0
1545,Kason Jenkins,DE BAHREIN,Y26687661,22,hombre,213,0
1546,Garin Hills,HAITIANA,P62521786,43,mujer,180,1
1547,Cooper Lucas,ISLANDESA,H25875897,32,mujer,119,0
1548,Aronas Hatfield,CANADIENSE,E36506226,49,mujer,233,0
1549,Huma Valentine,RWANDESA,H15179611,25,mujer,42,0
1550,Suzannah Mcphee,CANADIENSE,H81111869,34,hombre,185,0
1551,Nelly Moyer,PAKISTANI,F69350912,30,hombre,16,0
1552,Nadia Bush,GRIEGA,D16642175,25,mujer,99,0
1553,Noah Dotson,DE BAHREIN,K47765385,57,mujer,224,0
1554,Daniella Medrano,BELICEÑA,H60519333,27,mujer,228,0
1555,Marwa Hopkins,BELGA,M70221947,60,hombre,33,0
1556,Hajrah Hansen,LAOSIANA,M41203201,19,hombre,22,0
1557,Eloise Hinton,GUINEA,Y93670902,50,hombre,7,1
1558,Arlo Fraser,MALASIA,J17125181,49,mujer,151,0
1559,Zack Tang,CAMERUNESA,X82519989,34,mujer,210,1
1560,Maddison Chung,FRANCESA,N78674089,50,hombre,89,0
1561,Maisey Lawrence,ARGENTINA,Y81002144,40,mujer,96,0
1562,Zubair Kay,AUSTRALIANA,O63984931,39,mujer,180,0
1563,Eben Power,ARGELIANA,L69265815,29,hombre,29,0
1564,Elizabeth Yu,ZAMBIANA,E54691162,39,hombre,236,0
1565,Phillipa Archer,GUYANESA,R60669083,48,hombre,164,0
1566,Bilaal Novak,NORCOREANA,O66263196,37,mujer,57,0
1567,Ananya Sherman,DE ZIMBAWI,K57095440,22,hombre,131,0
1568,Aston Berg,EGIPCIA,K38336985,18,mujer,41,1
1569,Alexa Henderson,KENIANA,X71965468,32,mujer,160,1
